codigo;nome;categoria;Energia (kcal);Carboidrato disponível (g);Proteína (g);Lipídios (g);Fibra alimentar (g);Ácidos graxos saturados (g);Ácidos graxos trans (g);Sódio (mg);Açúcar de adição (g);Alfa-tocoferol (Vitamina E) (mg);Carboidrato total (g);Cinzas (g);Cobre (mg);Colesterol (g);Colesterol (mg);Cálcio (mg);Energia (kJ);Equivalente de folato (mcg);Ferro (mg);Fósforo (mg);Magnésio (mg);Niacina (mg);Potássio (mg);Riboflavina (mg);Sal de adição (g);Selênio (mcg);Tiamina (mg);Umidade (g);Vitamina A (RAE) (mcg);Vitamina A (RE) (mcg);Vitamina B12 (mcg);Vitamina B6 (mg);Vitamina C (mg);Vitamina D (mcg);Zinco (mg);Ácidos graxos monoinsaturados (g);Ácidos graxos poliinsaturados (g);Álcool (g)
C1113B;Louro, folha, seco, Laurus nobilis,;Vegetais e derivados;353.00;48.70;7.61;8.36;26.30;2.28;0.00;23.00;0.00;;75.00;3.62;0.42;0.00;;834.00;1476.00;180.00;43.00;113.00;120.00;2.00;529.00;0.42;0.00;2.80;0.01;5.44;309.00;;0.00;1.74;46.50;0.00;3.70;1.64;2.29;0.00
C0014U;Macadâmia, crua, s/ sal, Macadamia ternifolia,;Sementes e Oleaginosas;752.00;5.22;7.91;75.80;8.60;12.10;;5.00;0.00;0.54;13.80;1.14;0.76;;0.00;85.00;3096.00;11.00;3.69;188.00;130.00;2.47;368.00;0.16;0.00;3.60;2.00;1.36;;;0.00;0.28;1.20;0.00;5.00;58.90;1.50;0.00
C0120A;Macarrão, trigo, instantâneo, cru,;Cereais e derivados;429.00;56.80;8.79;17.20;5.61;2.47;0.89;1515.00;;2.55;62.40;5.57;0.10;;;17.60;1798.00;156.00;0.80;112.00;19.40;9.37;147.00;0.04;;;1.18;5.97;0.00;0.00;0.00;0.53;0.00;0.00;0.50;9.91;3.96;0.00
C0228A;Macarrão, trigo, integral, cru,;Cereais e derivados;352.00;65.40;14.00;1.61;10.00;0.47;0.00;10.60;0.00;0.25;75.40;0.76;0.22;;0.00;25.50;1489.00;69.00;1.69;147.00;40.80;8.69;216.00;0.22;0.00;7.52;0.41;8.21;0.00;0.00;0.00;0.28;0.00;0.00;1.15;0.20;0.62;0.00
C0118A;Macarrão, trigo, s/ ovos, seco, cru,;Cereais e derivados;358.00;75.00;10.00;1.30;2.93;0.30;0.10;7.17;;0.09;77.90;0.51;0.15;;0.00;17.30;1517.00;272.00;4.20;99.80;27.70;3.57;147.00;0.02;;5.10;0.18;10.20;0.00;0.00;0.00;0.00;0.00;0.00;0.78;0.15;0.42;0.00
C0117A;Macarrão, trigo, seco, cru (média de diferentes marcas),;Cereais e derivados;359.00;74.70;10.20;1.64;2.61;0.44;0.08;11.00;;0.12;77.30;0.52;0.14;;8.78;18.40;1524.00;272.00;0.90;109.00;13.80;3.97;140.00;0.04;;5.10;0.14;10.40;0.00;0.00;0.00;0.01;0.00;0.00;0.96;0.31;0.63;0.00
C0081C;Macaúba, in natura, Acrocomia aculeata (Jacq.) Lood. ex Mart.,;Frutas e derivados;403.00;0.50;2.08;40.70;13.40;7.10;0.00;0.65;0.00;;13.90;1.79;0.35;;0.00;66.50;1656.00;;0.81;43.90;66.10;0.00;305.00;0.11;0.00;;0.11;41.50;510.00;1020.00;0.00;0.03;13.40;0.00;0.66;25.30;6.50;0.00
C0045C;Mamão, Formosa, polpa, in natura, Carica papaya L.,;Frutas e derivados;47.00;9.74;0.82;0.12;1.81;0.04;0.00;3.26;0.00;0.14;11.60;0.58;1.36;;0.00;24.90;198.00;40.50;0.23;10.90;17.30;0.00;221.00;0.03;0.00;0.30;0.03;86.90;43.00;85.90;0.00;0.00;78.50;0.00;0.07;0.03;0.03;0.00
C0044C;Mamão, Papaia, polpa, in natura, Carica papaya L.,;Frutas e derivados;43.00;9.19;0.50;0.20;1.03;0.06;0.00;1.61;0.00;0.23;10.20;0.37;0.02;;0.00;15.00;180.00;35.00;0.19;10.60;16.20;1.02;124.00;0.04;0.00;0.30;0.03;88.70;59.00;118.00;0.00;0.00;81.40;0.00;0.07;0.06;0.05;0.00
C0024C;Mamão, polpa, in natura, Carica papaya L.,;Frutas e derivados;44.00;8.89;0.57;0.25;1.83;0.08;0.00;2.44;0.00;0.29;10.70;0.44;0.69;;0.00;18.30;185.00;37.20;0.21;10.80;16.60;0.52;173.00;0.04;0.00;0.30;0.03;88.00;57.50;115.00;0.00;0.00;80.40;0.00;0.07;0.07;0.06;0.00
C0090B;Mandioca (aipim, macaxeira), fécula, Manihot esculenta,;Vegetais e derivados;328.00;80.50;0.52;0.28;0.65;;;2.45;0.00;;81.10;0.28;0.00;;;11.90;1393.00;;0.11;60.40;3.02;0.00;48.10;0.00;0.00;;0.03;17.80;;;0.00;0.00;0.00;;0.00;;;0.00
C0027B;Mandioca (aipim, macaxeira), s/ casca, crua, Manihot esculenta Crantz,;Vegetais e derivados;132.00;30.50;0.98;0.22;2.09;0.05;0.00;1.95;0.00;0.15;32.60;0.84;0.06;;0.00;13.80;560.00;23.20;0.25;26.70;40.40;0.00;188.00;0.00;0.00;0.60;0.00;65.40;6.86;13.70;0.00;0.04;15.00;0.00;0.18;0.09;0.00;0.00
C0898B;Mandioca (aipim, macaxeira), sagu, cru, Manihot esculenta,;Vegetais e derivados;354.00;87.80;0.19;0.02;0.90;0.01;;1.00;0.00;0.00;88.70;0.11;0.02;;0.00;20.00;1500.00;4.00;1.58;7.00;1.00;0.00;11.00;0.00;0.00;0.80;0.00;11.00;0.00;0.00;0.00;0.01;0.00;0.00;0.12;0.01;0.00;0.00
C0087B;Mandioca, farinha, crua,;Vegetais e derivados;349.00;81.50;1.69;0.42;6.03;0.15;0.15;1.03;0.00;0.28;87.50;0.79;0.08;;0.00;65.00;1478.00;42.40;1.10;41.70;37.10;0.00;340.00;0.00;0.00;1.05;0.14;9.58;0.21;0.43;0.00;0.04;0.00;0.00;0.42;0.15;0.00;0.00
C0092B;Mandioca, farinha, puba, crua,;Vegetais e derivados;351.00;83.00;1.62;0.47;4.24;0.23;0.00;3.61;0.00;;87.30;0.83;0.07;;0.00;41.40;1491.00;;1.43;32.60;27.50;0.00;337.00;0.00;0.00;;0.09;9.80;;;0.00;0.00;0.00;0.00;0.34;0.19;0.00;
C0046C;Manga, Haden, polpa, in natura, Mangifera indica L.,;Frutas e derivados;67.00;15.10;0.41;0.26;1.58;0.10;0.00;0.55;0.00;0.61;16.70;0.39;0.10;;0.00;8.73;285.00;46.00;0.10;9.30;7.96;0.00;147.00;0.06;0.00;0.90;0.02;82.30;104.00;208.00;0.00;0.05;17.40;0.00;0.07;0.10;0.00;0.00
C0047C;Manga, Palmer, polpa, in natura, Mangifera indica L.,;Frutas e derivados;77.00;17.70;0.41;0.17;1.63;0.08;0.00;1.86;0.00;0.41;19.40;0.33;0.09;;0.00;11.60;328.00;52.70;0.09;14.00;8.73;0.00;156.00;0.03;0.00;0.90;0.09;79.70;396.00;793.00;0.00;0.00;65.50;0.00;0.09;0.08;0.00;0.00
C0025C;Manga, polpa, in natura, Mangifera indica L.,;Frutas e derivados;64.00;13.80;0.53;0.31;2.14;0.10;0.00;0.92;0.00;0.73;16.00;0.35;0.08;;0.00;9.12;273.00;44.70;0.12;12.40;8.72;0.00;170.00;0.04;0.00;0.60;0.04;82.80;144.00;288.00;0.00;0.03;30.30;0.00;0.09;0.10;0.00;0.00
C0048C;Manga, Tommy Atkins, polpa, in natura, Mangifera indica L.,;Frutas e derivados;52.00;10.70;0.86;0.22;2.07;0.10;0.00;0.00;0.00;0.52;12.80;0.34;0.06;;0.00;7.64;221.00;36.90;0.08;13.80;7.40;0.00;138.00;0.04;0.00;0.90;0.00;85.80;90.40;180.00;0.00;0.03;7.94;0.00;0.08;0.10;0.00;0.00
C0289C;Mangaba, polpa, s/ casca, Hancornia speciosa, Hancornia speciosa,;Frutas e derivados;59.00;5.58;1.00;1.99;7.50;;0.00;;0.00;;13.10;0.59;0.04;0.00;;18.00;245.00;98.30;0.74;6.00;41.00;;240.00;;0.00;;;83.40;4.37;8.72;0.00;;145.00;;0.43;;;0.00
C0075B;Manjericão, in natura, Ocimum basilicum,;Vegetais e derivados;19.00;0.34;1.99;0.39;3.31;0.13;0.00;3.89;0.00;0.49;3.64;1.02;0.16;;0.00;210.00;81.00;60.30;0.97;39.90;57.80;0.90;251.00;0.21;0.00;0.27;0.06;93.00;517.00;1035.00;0.00;0.06;2.34;0.00;0.46;0.00;0.27;0.00
C0150G;Manteiga de garrafa, artesanal (média de diferentes regions) ,;Leite e derivados;889.00;0.00;0.08;98.80;0.00;61.50;3.70;1.98;0.00;2.78;0.00;0.00;0.00;;254.00;3.96;3656.00;0.00;0.00;2.97;0.00;0.00;4.95;0.00;;0.00;0.00;1.15;834.00;849.00;0.01;0.00;0.00;0.00;0.01;28.50;3.67;0.00
C0015D;Manteiga e margarina, s/ sal, Vigor mix,;Gorduras e óleos;720.00;0.00;0.15;80.00;0.00;26.70;;26.70;0.00;0.00;0.00;0.00;;;87.20;26.70;2960.00;1.90;0.09;21.90;1.90;0.00;35.20;0.00;0.00;;0.00;19.90;811.00;;0.01;0.00;0.10;0.00;0.02;31.60;18.10;0.00
C0018D;Manteiga, cacau, Theobroma cacao L.,;Gorduras e óleos;900.00;0.00;0.00;100.00;0.00;61.10;;0.00;0.00;1.80;0.00;0.00;;;0.00;0.00;3700.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;;0.00;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;36.30;3.65;0.00
C0005D;Manteiga, levemente salgada, light, Teixeira,;Gorduras e óleos;427.00;1.21;0.12;46.90;0.00;28.00;1.88;390.00;0.00;1.34;1.21;1.29;0.00;;114.00;4.30;1758.00;1.81;0.00;16.30;0.86;0.00;8.69;0.00;;;0.00;50.50;;;0.10;0.00;0.00;0.00;0.00;11.60;0.68;0.00
C0006D;Manteiga, s/ sal,;Gorduras e óleos;776.00;0.00;0.40;86.00;0.00;51.50;2.82;3.85;0.00;2.46;0.00;0.05;0.04;;213.00;3.61;3183.00;3.16;0.00;7.07;1.43;0.00;5.20;0.00;0.00;1.05;0.00;13.60;1027.00;1041.00;0.18;0.00;0.00;0.00;0.00;21.90;1.50;0.00
C0026C;Maracujá, amarelo, polpa, in natura, Passiflora edulis,;Frutas e derivados;74.00;11.10;1.99;2.10;1.14;0.22;0.00;1.58;0.00;0.06;12.30;0.79;0.19;;0.00;5.35;310.00;9.21;0.56;50.70;22.30;0.00;338.00;0.05;0.00;0.80;0.00;82.90;54.10;108.00;0.00;0.05;19.80;0.00;0.39;0.28;0.94;0.00
C0082C;Maracujá, polpa, congelada,;Frutas e derivados;42.00;9.09;0.81;0.18;0.51;0.02;0.00;8.10;0.00;0.06;9.60;0.52;0.05;;0.00;4.61;179.00;9.21;0.29;15.30;9.70;0.00;227.00;0.09;0.00;0.52;0.00;88.90;54.20;108.00;0.00;0.06;7.26;0.00;0.19;0.02;0.08;0.00
C0083C;Maracujá, suco, concentrado, envasado,;Frutas e derivados;43.00;9.28;0.77;0.19;0.35;0.02;0.00;21.70;0.00;0.06;9.64;0.46;0.05;;0.00;4.16;181.00;9.21;0.34;13.90;4.16;1.92;200.00;0.08;0.00;0.52;0.00;88.90;54.20;108.00;0.00;0.05;13.70;0.00;0.14;0.03;0.09;0.00
C0121A;Massa, fresca, crua, industrializada (média de diferentes recheios),;Cereais e derivados;277.00;48.00;10.70;3.93;3.25;1.96;;1083.00;;2.30;51.30;1.67;0.12;;8.13;116.00;1171.00;92.10;2.62;177.00;53.10;3.75;821.00;0.28;;;0.26;32.40;27.10;;0.11;0.36;0.00;0.00;1.27;1.13;0.49;0.00
C0172C;Maçã , verde, s/ casca, in natura, Malus domestica,;Frutas e derivados;48.00;10.60;0.30;0.00;2.40;0.00;0.00;2.00;0.00;0.50;13.00;0.20;;;0.00;4.00;205.00;0.00;0.16;9.00;4.00;0.10;107.00;0.01;0.00;;0.03;85.00;0.00;0.00;0.00;0.50;5.00;0.00;0.06;0.00;0.00;0.00
C0027C;Melancia, polpa, in natura, Citrullus spp.,;Frutas e derivados;29.00;6.40;0.70;0.05;0.13;0.00;0.00;0.00;0.00;0.00;6.52;0.22;0.00;;0.00;8.06;124.00;2.63;0.18;9.79;8.06;0.00;83.60;0.00;0.00;0.60;0.00;92.50;30.50;61.00;0.00;0.00;4.94;0.00;0.08;0.00;0.00;0.00
C0028C;Melão, polpa, in natura, Cucumis melo,;Frutas e derivados;24.00;4.50;0.61;0.15;1.22;0.04;0.00;8.96;0.00;0.08;5.70;0.50;0.03;;0.00;2.53;102.00;6.87;0.19;8.14;4.93;0.00;173.00;0.00;0.00;0.20;0.00;93.00;0.83;1.67;0.00;0.02;6.97;0.00;0.07;0.00;0.06;0.00
C0065C;Mexerica, ´Murcote´, in natura, Citrus reticulata Blanco x Citrus sinensis (L.) Osbeck,;Frutas e derivados;58.00;11.80;0.88;0.13;3.07;0.02;0.00;1.17;0.00;0.09;14.90;0.47;0.06;;0.00;33.10;245.00;17.60;0.07;19.50;12.30;0.00;158.00;0.07;0.00;0.11;0.08;83.70;14.70;29.50;0.00;0.05;21.80;0.00;0.10;0.03;0.03;0.00
C0066C;Mexerica, ´Rio´, in natura, Citrus reticulata,;Frutas e derivados;36.00;6.61;0.65;0.13;2.73;0.02;0.00;1.82;0.00;0.08;9.34;0.32;0.07;;0.00;17.20;150.00;11.30;0.09;13.70;8.21;0.00;124.00;0.00;0.00;0.07;0.03;89.60;14.10;28.20;0.00;0.00;111.00;0.00;0.15;0.02;0.03;0.00
C0787A;Milho verde e ervilha, grão, enlatado, drenado,;Cereais e derivados;100.00;15.70;4.28;1.22;4.75;0.31;;342.00;;0.17;20.40;1.24;0.11;;0.00;11.70;422.00;50.10;1.12;71.80;21.10;2.17;166.00;0.05;;0.90;0.04;72.90;15.40;30.70;0.00;0.00;4.17;0.00;0.84;0.39;0.49;0.00
C0124A;Milho, amido, cru (maisena),;Cereais e derivados;349.00;85.50;0.64;0.30;0.74;0.05;;8.04;0.00;0.00;86.30;0.08;0.02;;0.00;1.05;1482.00;0.00;0.13;12.50;3.01;0.00;8.49;0.00;0.00;2.67;0.00;12.70;0.00;0.00;0.00;0.00;0.00;0.00;0.08;0.74;0.74;0.00
C0793A;Milho, creme, pó, cru,;Cereais e derivados;371.00;82.40;4.82;1.64;3.72;0.30;;593.00;;0.18;86.10;1.74;0.04;;0.00;323.00;1574.00;50.20;4.26;303.00;30.10;0.00;165.00;0.00;;4.01;0.74;5.65;12.60;25.30;0.00;2.05;96.30;0.00;0.78;0.50;0.80;0.00
C0408A;Milho, farinha, amarela, cru,;Cereais e derivados;352.00;74.30;6.66;2.13;4.56;0.40;;44.90;0.00;0.23;78.90;0.65;0.27;;0.00;1.29;1492.00;279.00;6.45;84.20;31.00;0.00;57.90;0.00;0.00;3.80;0.25;11.70;15.40;30.70;0.00;0.25;0.00;0.00;0.60;0.40;0.60;0.00
C0128A;Milho, farinha, crua (média de diferentes marcas/granulação),;Cereais e derivados;354.00;75.80;6.85;1.70;3.98;0.40;;115.00;0.00;0.00;79.80;0.61;0.17;;0.00;1.69;1500.00;25.00;1.49;77.80;22.50;0.00;51.70;0.00;0.00;;0.14;11.10;12.80;25.60;0.00;0.12;0.00;4.72;0.51;0.43;0.70;0.00
C0125A;Milho, fubá, cru (média de diferentes marcas), Zea Mays L.,;Cereais e derivados;357.00;75.30;7.06;2.03;4.38;0.46;;0.00;0.00;0.22;79.70;0.53;0.08;;0.00;3.63;1511.00;302.00;5.05;108.00;62.20;0.75;169.00;0.00;0.00;3.80;0.26;10.70;15.70;31.30;0.00;0.00;0.00;0.00;1.22;0.95;1.41;0.00
C0005A;Milho, pipoca, grão, cru (média diferentes amostras), Zea mays,;Cereais e derivados;355.00;65.20;10.00;3.47;11.20;0.49;;33.80;0.00;0.36;76.40;1.34;0.30;;0.00;7.09;1497.00;18.40;2.62;202.00;132.00;3.50;277.00;0.19;0.00;15.00;0.37;8.78;7.85;15.70;0.00;0.60;0.00;0.00;2.13;0.92;1.59;0.00
C0206A;Milho, pipoca, p/ micro-ondas,  crua (média de diferentes sabores),;Cereais e derivados;412.00;49.70;13.30;16.20;7.09;2.53;;610.00;;10.00;56.80;2.50;0.15;;0.00;3.59;1726.00;22.50;1.78;178.00;71.00;1.07;163.00;0.05;;;0.12;11.20;2.97;;0.00;0.10;0.27;0.00;2.79;3.64;8.60;0.00
C0133A;Milho, pipoca, p/ micro-ondas, bacon, cru, Hikari,;Cereais e derivados;417.00;43.90;7.70;20.10;15.10;3.15;;610.00;;12.50;59.00;2.14;0.15;;0.00;3.60;1741.00;22.50;1.78;179.00;71.10;1.08;163.00;0.05;;;0.12;11.10;3.69;;0.00;0.10;0.27;0.00;2.79;4.53;10.70;0.00
C0134A;Milho, pipoca, p/ micro-ondas, manteiga, cru, Hikari,;Cereais e derivados;416.00;49.40;7.50;18.80;9.70;2.94;;608.00;;11.70;59.10;3.07;0.15;;0.00;3.58;1741.00;22.40;1.77;178.00;70.80;1.07;163.00;0.05;;;0.12;11.50;3.45;;0.00;0.10;0.27;0.00;2.78;4.23;10.00;0.00
C0135A;Milho, pipoca, p/ micro-ondas, natural, cru, Hikari,;Cereais e derivados;424.00;46.50;7.80;20.60;11.00;3.23;;608.00;;12.80;57.50;2.65;0.15;;0.00;3.58;1772.00;22.40;1.77;178.00;70.80;1.07;163.00;0.05;;;0.12;11.50;3.78;;0.00;0.10;0.27;0.00;2.78;4.64;11.00;0.00
C0136A;Milho, pipoca, p/ micro-ondas, queijo, cru, Hikari,;Cereais e derivados;409.00;48.10;8.40;17.40;13.00;2.72;;611.00;;10.80;61.10;2.10;0.15;;0.00;3.60;1708.00;22.50;1.78;179.00;71.20;1.08;163.00;0.05;;;0.12;11.00;3.20;;0.00;0.10;0.27;0.00;2.79;3.92;9.27;0.00
C0006A;Milho, verde, grão, cru (média de diferentes amostras), Zea may,;Cereais e derivados;138.00;24.60;6.59;0.61;3.92;0.10;0.00;1.12;0.00;0.03;28.60;0.71;0.05;;0.00;1.96;585.00;63.90;1.14;112.00;26.70;0.00;184.00;0.00;0.00;0.50;0.30;63.50;17.90;35.80;0.00;0.04;0.00;0.00;0.52;0.10;0.29;0.00
C0007A;Milho, verde, grão, enlatado, drenado (média de diferentes marcas),;Cereais e derivados;107.00;16.90;2.89;2.05;4.75;0.51;;301.00;;0.15;21.70;1.01;0.05;;0.00;2.53;451.00;53.40;0.68;71.10;19.10;4.33;187.00;0.06;;0.00;0.00;72.40;26.10;52.20;0.00;0.00;2.02;0.00;0.58;0.68;0.77;0.00
C0269C;Mirtilo, desidratado, Vaccinium myrtillus L.,;Frutas e derivados;333.00;71.50;2.50;2.50;7.50;0.20;0.00;3.00;0.00;2.35;79.00;1.24;0.16;;0.00;19.00;1367.00;12.00;0.90;36.00;18.00;1.15;214.00;127.00;0.00;0.60;92.00;14.80;7.00;;0.00;152.00;23.80;0.00;0.49;405.00;1.30;0.00
C0205C;Mirtilo, in natura,;Frutas e derivados;59.00;12.10;0.74;0.33;2.40;0.03;0.00;1.00;0.00;0.57;14.50;0.24;0.06;;0.00;6.00;249.00;6.00;0.28;12.00;6.00;0.42;77.00;0.04;0.00;0.10;0.04;84.20;3.00;;0.00;0.05;9.70;0.00;0.16;0.05;0.15;0.00
C0021U;Mix de castanhas, caramelizada,;Sementes e Oleaginosas;579.00;33.00;14.00;42.30;5.77;7.21;0.06;35.20;25.00;7.79;38.80;2.05;1.08;;0.00;118.00;2427.00;36.00;3.49;432.00;207.00;0.00;534.00;0.06;0.00;848.00;0.22;2.82;0.02;0.04;0.00;0.00;0.00;0.00;3.02;22.80;11.90;0.00
C0009E;Molusco, lula, músculo, cru, Loligo plei,;Pescados e Frutos do mar;106.00;7.70;14.40;2.00;0.00;0.52;;52.90;0.00;1.74;7.70;1.70;2.27;;323.00;38.50;450.00;6.01;0.82;265.00;39.70;2.62;295.00;0.50;0.00;;0.02;74.20;14.50;;1.56;0.07;5.65;0.00;1.84;0.16;0.76;0.00
C0012E;Molusco, marisco, cru, Perna perna,;Pescados e Frutos do mar;82.00;6.70;6.77;3.09;0.00;0.59;;284.00;0.00;0.76;6.70;2.79;0.09;;38.60;25.90;343.00;41.80;3.94;196.00;33.90;1.59;318.00;0.21;0.00;;0.16;80.70;66.20;;12.00;0.05;7.97;0.00;8.87;0.70;0.84;0.00
C0010E;Molusco, mexilhão, cru, Anomalocardia brasiliana,;Pescados e Frutos do mar;71.00;2.53;12.70;1.10;0.00;0.21;;271.00;0.00;0.27;2.53;2.12;0.09;;13.80;24.70;299.00;39.80;43.20;186.00;32.20;1.52;303.00;0.20;0.00;;0.15;81.60;23.60;;11.40;0.05;7.59;0.00;5.60;0.25;0.30;0.00
C0014E;Molusco, mexilhão, Sururu, cru, Mytella falcata,;Pescados e Frutos do mar;105.00;0.42;17.30;3.84;0.00;0.73;;343.00;0.00;0.94;0.42;1.80;1.92;;48.00;31.20;443.00;50.40;83.50;236.00;40.80;1.92;384.00;0.25;0.00;;0.19;76.70;82.30;;14.40;0.06;9.61;0.00;1.92;0.87;1.04;0.00
C0016E;Molusco, mexilhão, Unha de Velho, cru, Tagelus plebeus,;Pescados e Frutos do mar;101.00;2.46;16.40;2.84;0.00;0.54;;343.00;0.00;0.70;2.46;1.61;;;35.50;31.20;426.00;50.40;40.80;236.00;40.80;1.92;383.00;0.25;0.00;;0.19;76.70;60.90;;14.40;0.06;9.60;0.00;1.92;0.64;0.77;0.00
C0018E;Molusco, ostra, cru, Crassostrea rhizophora,;Pescados e Frutos do mar;70.00;3.29;10.50;1.66;0.00;0.55;;61.40;0.00;0.09;3.29;2.59;8.35;;33.10;4.44;296.00;5.92;26.70;150.00;15.50;3.45;219.00;0.21;0.00;;0.14;82.00;0.00;;3.63;0.38;0.00;;29.60;0.57;0.28;0.00
C0225E;Molusco, polvo, cru, Octopus vulgaris Lamarck,;Pescados e Frutos do mar;78.00;2.20;14.90;1.04;0.00;0.23;;230.00;0.00;1.20;2.20;1.60;0.44;;48.00;53.00;329.00;16.00;5.30;186.00;30.00;2.10;350.00;0.04;0.00;44.80;0.03;80.30;45.00;;20.00;0.36;5.00;0.00;1.68;0.16;0.24;0.00
C0029C;Morango, in natura, Fragaria vesca L.,;Frutas e derivados;30.00;4.87;0.82;0.40;1.67;0.02;0.00;11.00;0.00;0.39;6.54;0.45;0.05;;0.00;15.40;125.00;21.80;0.28;28.80;11.00;0.00;102.00;0.03;0.00;0.36;0.00;91.80;4.46;8.93;0.00;0.03;69.80;0.00;0.09;0.06;0.30;0.00
C0193F;Mortadela,;Carnes e derivados;269.00;16.10;13.70;16.60;;4.70;;1354.00;;0.00;16.10;3.58;0.12;;63.60;51.30;1122.00;6.23;1.45;245.00;20.10;3.00;245.00;0.06;;;0.14;50.00;;;1.89;0.00;0.83;0.54;2.18;6.24;3.60;0.00
C0076B;Mostarda, folha, crua, Brassica juncea (L.),;Vegetais e derivados;26.00;2.24;2.12;0.50;2.18;0.01;0.00;3.32;0.00;2.41;4.42;0.54;0.06;;0.00;78.70;110.00;9.79;1.27;67.40;18.00;0.00;419.00;0.05;0.00;0.73;0.05;92.40;453.00;907.00;0.00;0.06;44.50;0.00;0.33;0.11;0.05;0.00
C0248C;Murici (mirici, muricizinho), polpa, s/ casca, in natura, Byrsonima crassifolia,;Frutas e derivados;90.00;12.50;0.88;2.58;6.80;0.02;0.03;9.00;0.00;6.33;19.30;0.71;0.11;;0.00;40.00;378.00;;0.29;21.00;22.00;0.38;257.00;0.00;0.00;0.00;0.00;76.50;3.00;9.00;0.00;0.00;38.50;0.00;0.43;0.06;0.01;0.00
C0713B;Nori, alga, seca, Porphyra spp.,;Vegetais e derivados;229.00;2.70;34.80;0.70;36.40;0.10;0.00;2100.00;;4.20;39.10;17.00;0.39;;30.00;86.00;955.00;1500.00;48.30;530.00;340.00;5.40;4500.00;2.07;;;0.57;8.40;2300.00;;39.90;0.38;3.00;;2.30;0.04;0.26;0.00
C0823B;Noz moscada, em pó, Myristica fragrans,;Vegetais e derivados;506.00;28.50;5.84;36.30;20.80;25.90;0.00;16.00;0.00;0.00;49.30;2.34;1.03;;0.00;184.00;2093.00;76.00;3.04;213.00;183.00;1.30;350.00;0.06;0.00;1.60;0.35;6.23;5.00;;0.00;0.16;3.00;0.00;2.15;3.22;0.35;0.00
C0009U;Noz, crua, Carya illinoinensis (Wangenh.) K. Koch.,;Sementes e Oleaginosas;649.00;11.10;14.00;59.40;7.25;5.60;;4.57;0.00;;18.40;2.06;0.75;;0.00;105.00;2681.00;38.50;2.04;396.00;152.00;1.08;533.00;0.00;0.00;7.80;0.38;6.24;6.46;12.90;0.00;0.13;0.00;0.00;2.06;8.70;44.10;0.00
C0067C;Nêspera,  s/ casca, in natura, Eriobotrya japonica Lindl,;Frutas e derivados;41.00;8.57;0.31;0.00;2.96;0.00;0.00;0.00;0.00;;11.50;0.40;0.12;;0.00;19.70;175.00;12.90;0.15;10.10;9.72;0.00;112.00;0.00;0.00;0.55;0.00;87.80;92.10;184.00;0.00;0.00;3.16;0.00;0.12;0.00;0.00;0.00
C1045B;Ora-pro-nobis, folhas e talos, in natura, Pereskia aculeata,;Vegetais e derivados;23.00;2.60;2.59;0.23;4.88;;;0.11;0.00;;7.50;0.21;0.01;;;26.50;97.00;;0.08;0.19;10.10;10.70;20.30;0.08;0.00;;0.00;89.50;;;0.00;0.08;0.00;;0.47;;;0.00
C0779B;Orégano, seco, Origanum vulgare,;Vegetais e derivados;265.00;26.40;9.00;4.28;42.50;1.55;0.00;25.00;0.00;18.30;68.90;7.87;0.63;;0.00;1597.00;1101.00;237.00;36.80;148.00;270.00;4.64;1260.00;0.53;0.00;4.50;0.18;9.93;85.00;;0.00;1.04;2.30;0.00;2.69;0.72;1.37;0.00
C0001J;Ovo, codorna, clara, crua, Coturnix coturnix,;Ovos e derivados;55.00;1.41;11.70;0.31;0.00;0.00;0.00;64.30;0.00;0.03;1.41;0.70;0.02;;0.00;39.20;234.00;36.30;1.67;139.00;5.51;0.48;39.20;0.06;0.00;;0.05;85.90;0.00;0.00;0.87;0.08;0.00;0.04;1.02;0.00;0.00;0.00
C0002J;Ovo, codorna, gema, crua, Coturnix coturnix,;Ovos e derivados;291.00;6.97;14.10;23.00;0.00;8.16;0.11;207.00;0.00;2.24;6.97;1.57;0.06;;522.00;126.00;1207.00;117.00;5.39;449.00;17.80;1.55;126.00;0.20;0.00;;0.18;54.40;323.00;323.00;2.81;0.27;0.00;2.90;3.30;11.20;2.50;0.00
C0003J;Ovo, codorna, inteiro, cru, Coturnix coturnix,;Ovos e derivados;157.00;1.16;13.10;11.10;0.00;4.07;0.05;128.00;0.00;1.08;1.16;1.07;0.04;;260.00;57.30;652.00;67.90;3.35;279.00;10.50;0.97;78.70;0.12;0.00;0.10;0.11;73.60;268.00;269.00;1.62;0.00;0.00;1.40;1.72;5.54;1.23;0.00
C0012J;Ovo, galinha, branco, inteiro, cru,;Ovos e derivados;126.00;2.77;9.04;8.74;0.00;2.55;0.02;147.00;0.00;0.96;2.77;0.82;0.05;;349.00;36.80;524.00;42.10;1.37;143.00;11.10;0.66;131.00;0.51;0.00;;0.06;78.60;;;0.80;0.15;0.00;1.84;0.95;3.54;1.18;
C0005J;Ovo, galinha, clara, crua,;Ovos e derivados;50.00;1.41;10.40;0.30;0.00;0.00;0.00;172.00;0.00;0.00;1.41;0.76;0.02;;0.00;6.50;213.00;4.15;0.08;15.60;13.10;0.11;169.00;0.46;0.00;5.20;0.00;87.10;0.00;0.00;0.09;0.01;0.00;0.00;0.04;0.00;0.00;0.00
